Tempo,Aquecedor,Sensor
112,70,31.13391984
112.5,70,31.13391984
113,70,31.6226784
113.5,70,31.6226784
114,70,32.6001955
114.5,70,32.6001955
115,70,32.11143695
115.5,70,32.11143695
116,70,32.6001955
116.5,70,32.6001955
117,70,32.11143695
117.5,70,32.11143695
118,70,32.11143695
118.5,70,32.11143695
119,70,32.6001955
119.5,70,32.6001955
120,70,32.6001955
120.5,70,32.6001955
121,70,32.6001955
121.5,70,32.6001955
122,70,32.6001955
122.5,70,32.6001955
123,70,33.57771261
123.5,70,33.57771261
124,70,33.57771261
124.5,70,33.57771261
125,70,33.08895406
125.5,70,33.08895406
126,70,33.08895406
126.5,70,33.08895406
127,70,33.57771261
127.5,70,33.57771261
128,70,34.06647116
128.5,70,34.06647116
129,70,33.57771261
129.5,70,33.57771261
130,70,34.06647116
130.5,70,34.06647116
131,70,33.57771261
131.5,70,33.57771261
132,70,34.55522972
132.5,70,34.55522972
133,70,34.55522972
133.5,70,34.55522972
134,70,34.06647116
134.5,70,34.06647116
135,70,34.06647116
135.5,70,34.06647116
136,70,34.55522972
136.5,70,34.55522972
137,70,35.04398827
137.5,70,35.04398827
138,70,35.53274682
138.5,70,35.53274682
139,70,35.53274682
139.5,70,35.53274682
140,70,34.55522972
140.5,70,34.55522972
141,70,36.02150538
141.5,70,36.02150538
142,70,36.02150538
142.5,70,36.02150538
143,70,35.53274682
143.5,70,35.53274682
144,70,35.53274682
144.5,70,35.53274682
145,70,35.53274682
145.5,70,35.53274682
146,70,36.02150538
146.5,70,36.02150538
147,70,36.51026393
147.5,70,36.51026393
148,70,36.51026393
148.5,70,36.51026393
149,70,36.51026393
149.5,70,36.51026393
150,70,36.51026393
150.5,70,36.51026393
151,70,36.51026393
151.5,70,36.51026393
152,70,36.51026393
152.5,70,36.51026393
153,70,36.51026393
153.5,70,36.51026393
154,70,36.99902248
154.5,70,36.99902248
155,70,36.51026393
155.5,70,36.51026393
156,70,36.51026393
156.5,70,36.51026393
157,70,37.48778104
157.5,70,37.48778104
158,70,37.48778104
158.5,70,37.48778104
159,70,37.97653959
159.5,70,37.97653959
160,70,37.48778104
160.5,70,37.48778104
161,70,37.48778104
161.5,70,37.48778104
162,70,37.48778104
162.5,70,37.48778104
163,70,37.97653959
163.5,70,37.97653959
164,70,37.48778104
164.5,70,37.48778104
165,70,37.97653959
165.5,70,37.97653959
166,70,38.46529814
166.5,70,38.46529814
167,70,38.46529814
167.5,70,38.46529814
168,70,38.9540567
168.5,70,38.9540567
169,70,38.9540567
169.5,70,38.9540567
170,70,39.44281525
170.5,70,39.44281525
171,70,38.9540567
171.5,70,38.9540567
172,70,38.9540567
172.5,70,38.9540567
173,70,38.9540567
173.5,70,38.9540567
174,70,39.44281525
174.5,70,39.44281525
175,70,39.44281525
175.5,70,39.44281525
176,70,38.9540567
176.5,70,38.9540567
177,70,39.9315738
177.5,70,39.9315738
178,70,39.9315738
178.5,70,39.9315738
179,70,39.9315738
179.5,70,39.9315738
180,70,39.9315738
180.5,70,39.9315738
181,70,40.42033236
181.5,70,40.42033236
182,70,40.42033236
182.5,70,40.42033236
183,70,39.9315738
183.5,70,39.9315738
184,70,40.42033236
184.5,70,40.42033236
185,70,40.42033236
185.5,70,40.42033236
186,70,41.39784946
186.5,70,41.39784946
187,70,40.42033236
187.5,70,40.42033236
188,70,40.90909091
188.5,70,40.90909091
189,70,40.42033236
189.5,70,40.42033236
190,70,40.90909091
190.5,70,40.90909091
191,70,41.39784946
191.5,70,41.39784946
192,70,41.88660802
192.5,70,41.88660802
193,70,41.39784946
193.5,70,41.39784946
194,70,40.90909091
194.5,70,40.90909091
195,70,41.39784946
195.5,70,41.39784946
196,70,41.39784946
196.5,70,41.39784946
197,70,41.39784946
197.5,70,41.39784946
198,70,41.88660802
198.5,70,41.88660802
199,70,41.88660802
199.5,70,41.88660802
200,70,41.39784946
200.5,70,41.39784946
201,70,41.88660802
201.5,70,41.88660802
202,70,41.88660802
202.5,70,41.88660802
203,70,41.88660802
203.5,70,41.88660802
204,70,42.86412512
204.5,70,42.86412512
205,70,42.37536657
205.5,70,42.37536657
206,70,42.37536657
206.5,70,42.37536657
207,70,42.37536657
207.5,70,42.37536657
208,70,42.37536657
208.5,70,42.37536657
209,70,43.35288368
209.5,70,43.35288368
210,70,42.37536657
210.5,70,42.37536657
211,70,42.86412512
211.5,70,42.86412512
212,70,42.37536657
212.5,70,42.37536657
213,70,42.86412512
213.5,70,42.86412512
214,70,43.35288368
214.5,70,43.35288368
215,70,42.86412512
215.5,70,42.86412512
216,70,42.86412512
216.5,70,42.86412512
217,70,43.35288368
217.5,70,43.35288368
218,70,43.35288368
218.5,70,43.35288368
219,70,43.35288368
219.5,70,43.35288368
220,70,43.35288368
220.5,70,43.35288368
221,70,43.84164223
221.5,70,43.84164223
222,70,43.84164223
222.5,70,43.84164223
223,70,43.84164223
223.5,70,43.84164223
224,70,43.35288368
224.5,70,43.35288368
225,70,43.35288368
225.5,70,43.35288368
226,70,43.84164223
226.5,70,43.84164223
227,70,43.84164223
227.5,70,43.84164223
228,70,43.84164223
228.5,70,43.84164223
229,70,44.81915934
229.5,70,44.81915934
230,70,43.84164223
230.5,70,43.84164223
231,70,44.33040078
231.5,70,44.33040078
232,70,44.33040078
232.5,70,44.33040078
233,70,44.81915934
233.5,70,44.81915934
234,70,44.33040078
234.5,70,44.33040078
235,70,44.33040078
235.5,70,44.33040078
236,70,44.33040078
236.5,70,44.33040078
237,70,44.33040078
237.5,70,44.33040078
238,70,44.81915934
238.5,70,44.81915934
239,70,44.33040078
239.5,70,44.33040078
240,70,45.30791789
240.5,70,45.30791789
241,70,45.30791789
241.5,70,45.30791789
242,70,44.81915934
242.5,70,44.81915934
243,70,44.81915934
243.5,70,44.81915934
244,70,45.79667644
244.5,70,45.79667644
245,70,45.30791789
245.5,70,45.30791789
246,70,45.30791789
246.5,70,45.30791789
247,70,46.285435
247.5,70,46.285435
248,70,45.30791789
248.5,70,45.30791789
249,70,46.285435
249.5,70,46.285435
250,70,45.79667644
250.5,70,45.79667644
251,70,45.79667644
251.5,70,45.79667644
252,70,45.79667644
252.5,70,45.79667644
253,70,46.77419355
253.5,70,46.77419355
254,70,46.285435
254.5,70,46.285435
255,70,46.77419355
255.5,70,46.77419355
256,70,46.285435
256.5,70,46.285435
257,70,46.285435
257.5,70,46.285435
258,70,46.77419355
258.5,70,46.77419355
259,70,46.77419355
259.5,70,46.77419355
260,70,47.2629521
260.5,70,47.2629521
261,70,46.285435
261.5,70,46.285435
262,70,46.285435
262.5,70,46.285435
263,70,46.77419355
263.5,70,46.77419355
264,70,47.2629521
264.5,70,47.2629521
265,70,46.77419355
265.5,70,46.77419355
266,70,47.2629521
266.5,70,47.2629521
267,70,47.2629521
267.5,70,47.2629521
268,70,47.2629521
268.5,70,47.2629521
269,70,47.2629521
269.5,70,47.2629521
270,70,47.2629521
270.5,70,47.2629521
271,70,47.75171065
271.5,70,47.75171065
272,70,47.75171065
272.5,70,47.75171065
273,70,47.2629521
273.5,70,47.2629521
274,70,47.2629521
274.5,70,47.2629521
275,70,47.2629521
275.5,70,47.2629521
276,70,47.75171065
276.5,70,47.75171065
277,70,47.75171065
277.5,70,47.75171065
278,70,47.2629521
278.5,70,47.2629521
279,70,47.75171065
279.5,70,47.75171065
280,70,47.75171065
280.5,70,47.75171065
281,70,47.75171065
281.5,70,47.75171065
282,70,47.75171065
282.5,70,47.75171065
283,70,47.75171065
283.5,70,47.75171065
284,70,47.75171065
284.5,70,47.75171065
285,70,47.75171065
285.5,70,47.75171065
286,70,48.24046921
286.5,70,48.24046921
287,70,48.24046921
287.5,70,48.24046921
288,70,48.24046921
288.5,70,48.24046921
289,70,48.24046921
289.5,70,48.24046921
290,70,48.24046921
290.5,70,48.24046921
291,70,48.24046921
291.5,70,48.24046921
292,70,47.75171065
292.5,70,47.75171065
293,70,47.75171065
293.5,70,47.75171065
294,70,47.75171065
294.5,70,47.75171065
295,70,48.24046921
295.5,70,48.24046921
296,70,47.75171065
296.5,70,47.75171065
297,70,47.75171065
297.5,70,47.75171065
298,70,47.75171065
298.5,70,47.75171065
299,70,47.75171065
299.5,70,47.75171065
300,70,47.75171065
300.5,70,47.75171065
301,70,48.24046921
301.5,70,48.24046921
302,70,48.24046921
302.5,70,48.24046921
303,70,47.75171065
303.5,70,47.75171065
304,70,47.75171065
304.5,70,47.75171065
305,70,47.75171065
305.5,70,47.75171065
306,70,48.24046921
306.5,70,48.24046921
307,70,47.75171065
307.5,70,47.75171065
308,70,48.24046921
308.5,70,48.24046921
309,70,48.72922776
309.5,70,48.72922776
310,70,48.24046921
310.5,70,48.24046921
311,70,47.2629521
311.5,70,47.2629521
312,70,48.24046921
312.5,70,48.24046921
313,70,48.24046921
313.5,70,48.24046921
314,70,48.72922776
314.5,70,48.72922776
315,70,48.24046921
315.5,70,48.24046921
316,70,48.24046921
316.5,70,48.24046921
317,70,48.72922776
317.5,70,48.72922776
318,70,48.24046921
318.5,70,48.24046921
319,70,48.72922776
319.5,70,48.72922776
320,70,48.24046921
320.5,70,48.24046921
321,70,47.75171065
321.5,70,47.75171065
322,70,47.75171065
322.5,70,47.75171065
323,70,48.24046921
323.5,70,48.24046921
324,70,48.24046921
324.5,70,48.24046921
325,70,48.72922776
325.5,70,48.72922776
326,70,47.75171065
326.5,70,47.75171065
327,70,47.2629521
327.5,70,47.2629521
328,70,48.24046921
328.5,70,48.24046921
329,70,48.24046921
329.5,70,48.24046921
330,70,48.24046921
330.5,70,48.24046921
331,70,48.72922776
331.5,70,48.72922776
332,70,47.75171065
332.5,70,47.75171065
333,70,48.72922776
333.5,70,48.72922776
334,70,48.72922776
334.5,70,48.72922776
335,70,48.24046921
335.5,70,48.24046921
336,70,48.72922776
336.5,70,48.72922776
337,70,48.24046921
337.5,70,48.24046921
338,70,48.24046921
338.5,70,48.24046921
339,70,48.72922776
339.5,70,48.72922776
340,70,48.72922776
340.5,70,48.72922776
341,70,48.72922776
341.5,70,48.72922776
342,70,48.24046921
342.5,70,48.24046921
343,70,48.72922776
343.5,70,48.72922776
344,70,48.72922776
344.5,70,48.72922776
345,70,48.24046921
345.5,70,48.24046921
346,70,49.21798631
346.5,70,49.21798631
347,70,48.72922776
347.5,70,48.72922776
348,70,49.21798631
348.5,70,49.21798631
349,70,49.21798631
349.5,70,49.21798631
350,70,48.72922776
350.5,70,48.72922776
351,70,49.21798631
351.5,70,49.21798631
352,70,48.72922776
352.5,70,48.72922776
353,70,49.21798631
353.5,70,49.21798631
354,70,48.72922776
354.5,70,48.72922776
355,70,48.72922776
355.5,70,48.72922776
356,70,48.72922776
356.5,70,48.72922776
357,70,49.21798631
357.5,70,49.21798631
358,70,49.21798631
358.5,70,49.21798631
359,70,49.21798631
359.5,70,49.21798631
360,70,48.72922776
360.5,70,48.72922776
361,70,49.70674487
361.5,70,49.70674487
362,70,49.70674487
362.5,70,49.70674487
363,70,49.21798631
363.5,70,49.21798631
364,70,49.21798631
364.5,70,49.21798631
365,70,49.70674487
365.5,70,49.70674487
366,70,49.70674487
366.5,70,49.70674487
367,70,49.70674487
367.5,70,49.70674487
368,70,49.70674487
368.5,70,49.70674487
369,70,49.21798631
369.5,70,49.21798631
370,70,50.19550342
370.5,70,50.19550342
371,70,50.19550342
371.5,70,50.19550342
372,70,50.19550342
372.5,70,50.19550342
373,70,49.70674487
373.5,70,49.70674487
374,70,50.19550342
374.5,70,50.19550342
375,70,50.19550342
375.5,70,50.19550342
376,70,49.70674487
376.5,70,49.70674487
377,70,49.21798631
377.5,70,49.21798631
378,70,49.70674487
378.5,70,49.70674487
379,70,50.19550342
379.5,70,50.19550342
380,70,50.19550342
380.5,70,50.19550342
381,70,50.19550342
381.5,70,50.19550342
382,70,50.19550342
382.5,70,50.19550342
383,70,50.68426197
383.5,70,50.68426197
384,70,50.19550342
384.5,70,50.19550342
385,70,49.70674487
385.5,70,49.70674487
386,70,50.19550342
386.5,70,50.19550342
387,70,50.19550342
387.5,70,50.19550342
388,70,49.70674487
388.5,70,49.70674487
389,70,50.68426197
389.5,70,50.68426197
390,70,49.70674487
390.5,70,49.70674487
391,70,49.70674487
391.5,70,49.70674487
392,70,50.19550342
392.5,70,50.19550342
393,70,50.19550342
393.5,70,50.19550342
394,70,50.68426197
394.5,70,50.68426197
395,70,50.19550342
395.5,70,50.19550342
396,70,51.17302053
396.5,70,51.17302053
397,70,50.68426197
397.5,70,50.68426197
398,70,50.68426197
398.5,70,50.68426197
399,70,50.68426197
399.5,70,50.68426197
400,70,50.68426197
400.5,70,50.68426197
401,70,51.17302053
401.5,70,51.17302053
402,70,50.19550342
402.5,70,50.19550342
403,70,51.17302053
403.5,70,51.17302053
404,70,50.19550342
404.5,70,50.19550342
405,70,50.68426197
405.5,70,50.68426197
406,70,50.68426197
406.5,70,50.68426197
407,70,50.19550342
407.5,70,50.19550342
408,70,50.68426197
408.5,70,50.68426197
409,70,51.17302053
409.5,70,51.17302053
410,70,50.68426197
410.5,70,50.68426197
411,70,51.17302053
411.5,70,51.17302053
412,70,50.68426197
412.5,70,50.68426197
413,70,50.68426197
413.5,70,50.68426197
414,70,51.17302053
414.5,70,51.17302053
415,70,51.17302053
415.5,70,51.17302053
416,70,51.17302053
416.5,70,51.17302053
417,70,51.17302053
417.5,70,51.17302053
418,70,50.68426197
418.5,70,50.68426197
419,70,50.68426197
419.5,70,50.68426197
420,70,51.17302053
420.5,70,51.17302053
421,70,51.17302053
421.5,70,51.17302053
422,70,50.68426197
422.5,70,50.68426197
423,70,51.17302053
423.5,70,51.17302053
424,70,51.66177908
424.5,70,51.66177908
425,70,51.17302053
425.5,70,51.17302053
426,70,51.66177908
426.5,70,51.66177908
427,70,51.66177908
427.5,70,51.66177908
428,70,51.17302053
428.5,70,51.17302053
429,70,51.17302053
429.5,70,51.17302053
430,70,51.66177908
430.5,70,51.66177908
431,70,51.17302053
431.5,70,51.17302053
432,70,51.17302053
432.5,70,51.17302053
433,70,51.17302053
433.5,70,51.17302053
434,70,51.66177908
434.5,70,51.66177908
435,70,51.66177908
435.5,70,51.66177908
436,70,51.66177908
436.5,70,51.66177908
437,70,51.66177908
437.5,70,51.66177908
438,70,51.66177908
438.5,70,51.66177908
439,70,51.17302053
439.5,70,51.17302053
440,70,51.17302053
440.5,70,51.17302053
441,70,51.66177908
441.5,70,51.66177908
442,70,51.66177908
442.5,70,51.66177908
443,70,51.66177908
443.5,70,51.66177908
444,70,51.66177908
444.5,70,51.66177908
445,70,51.66177908
445.5,70,51.66177908
446,70,52.15053763
446.5,70,52.15053763
447,70,51.66177908
447.5,70,51.66177908
448,70,52.15053763
448.5,70,52.15053763
449,70,51.66177908
449.5,70,51.66177908
450,70,52.15053763
450.5,70,52.15053763
451,70,52.15053763
451.5,70,52.15053763
452,70,51.66177908
452.5,70,51.66177908
453,70,52.15053763
453.5,70,52.15053763
454,70,52.15053763
454.5,70,52.15053763
455,70,52.15053763
455.5,70,52.15053763
456,70,51.66177908
456.5,70,51.66177908
457,70,52.15053763
457.5,70,52.15053763
458,70,51.66177908
458.5,70,51.66177908
459,70,52.15053763
459.5,70,52.15053763
460,70,52.63929619
460.5,70,52.63929619
461,70,52.63929619
461.5,70,52.63929619
462,70,52.15053763
462.5,70,52.15053763
463,70,51.66177908
463.5,70,51.66177908
464,70,52.15053763
464.5,70,52.15053763
465,70,52.15053763
465.5,70,52.15053763
466,70,51.66177908
466.5,70,51.66177908
467,70,51.66177908
467.5,70,51.66177908
468,70,51.66177908
468.5,70,51.66177908
469,70,52.15053763
469.5,70,52.15053763
470,70,51.66177908
470.5,70,51.66177908
471,70,52.15053763
471.5,70,52.15053763
472,70,52.15053763
472.5,70,52.15053763
473,70,52.15053763
473.5,70,52.15053763
474,70,51.66177908
474.5,70,51.66177908
475,70,51.17302053
475.5,70,51.17302053
476,70,51.17302053
476.5,70,51.17302053
477,70,51.66177908
477.5,70,51.66177908
478,70,51.66177908
478.5,70,51.66177908
479,70,52.15053763
479.5,70,52.15053763
480,70,51.17302053
480.5,70,51.17302053
481,70,51.66177908
481.5,70,51.66177908
482,70,52.15053763
482.5,70,52.15053763
483,70,52.15053763
483.5,70,52.15053763
484,70,51.66177908
484.5,70,51.66177908
485,70,51.66177908
485.5,70,51.66177908
486,70,51.17302053
486.5,70,51.17302053
487,70,51.66177908
487.5,70,51.66177908
488,70,51.17302053
488.5,70,51.17302053
489,70,51.17302053
489.5,70,51.17302053
490,70,51.17302053
490.5,70,51.17302053
491,70,51.66177908
491.5,70,51.66177908
492,70,51.66177908
492.5,70,51.66177908
493,70,51.66177908
493.5,70,51.66177908
494,70,51.66177908
494.5,70,51.66177908
495,70,51.17302053
495.5,70,51.17302053
496,70,51.17302053
496.5,70,51.17302053
497,70,51.17302053
497.5,70,51.17302053
498,70,51.17302053
498.5,70,51.17302053
499,70,51.66177908
499.5,70,51.66177908
500,70,52.15053763
500.5,70,52.15053763
501,70,51.66177908
501.5,70,51.66177908
502,70,51.17302053
502.5,70,51.17302053
503,70,51.17302053
503.5,70,51.17302053
504,70,51.66177908
504.5,70,51.66177908
505,70,51.66177908
505.5,70,51.66177908
506,70,51.17302053
506.5,70,51.17302053
507,70,51.66177908
507.5,70,51.66177908
508,70,51.66177908
508.5,70,51.66177908
509,70,52.15053763
509.5,70,52.15053763
510,70,52.15053763
510.5,70,52.15053763
511,70,51.66177908
511.5,70,51.66177908
512,70,51.66177908
512.5,70,51.66177908
513,70,51.66177908
513.5,70,51.66177908
514,70,51.66177908
514.5,70,51.66177908
515,70,51.66177908
515.5,70,51.66177908
516,70,51.66177908
516.5,70,51.66177908
517,70,51.66177908
517.5,70,51.66177908
518,70,51.66177908
518.5,70,51.66177908
519,70,51.66177908
519.5,70,51.66177908
520,70,51.66177908
520.5,70,51.66177908
521,70,51.66177908
521.5,70,51.66177908
522,70,51.17302053
522.5,70,51.17302053
523,70,51.66177908
523.5,70,51.66177908
524,70,51.66177908
524.5,70,51.66177908
525,70,51.66177908
525.5,70,51.66177908
526,70,52.15053763
526.5,70,52.15053763
527,70,51.66177908
527.5,70,51.66177908
528,70,51.17302053
528.5,70,51.17302053
529,70,51.66177908
529.5,70,51.66177908
530,70,52.15053763
530.5,70,52.15053763
531,70,51.66177908
531.5,70,51.66177908
532,70,52.15053763
532.5,70,52.15053763
533,70,51.66177908
533.5,70,51.66177908
534,70,51.66177908
534.5,70,51.66177908
535,70,52.15053763
535.5,70,52.15053763
536,70,52.15053763
536.5,70,52.15053763
537,70,51.66177908
537.5,70,51.66177908
538,70,51.66177908
538.5,70,51.66177908
539,70,52.15053763
539.5,70,52.15053763
540,70,51.66177908
540.5,70,51.66177908
541,70,52.15053763
541.5,70,52.15053763
542,70,51.66177908
542.5,70,51.66177908
543,70,51.66177908
543.5,70,51.66177908
544,70,52.15053763
544.5,70,52.15053763
545,70,52.15053763
545.5,70,52.15053763
546,70,51.66177908
546.5,70,51.66177908
547,70,51.66177908
547.5,70,51.66177908
548,70,51.66177908
548.5,70,51.66177908
549,70,52.15053763
549.5,70,52.15053763
550,70,51.66177908
550.5,70,51.66177908
551,70,51.66177908
551.5,70,51.66177908
552,70,51.66177908
552.5,70,51.66177908
553,70,51.66177908
553.5,70,51.66177908
554,70,51.66177908
554.5,70,51.66177908
555,70,51.17302053
555.5,70,51.17302053
556,70,51.17302053
556.5,70,51.17302053
557,70,51.17302053
557.5,70,51.17302053
558,70,52.15053763
558.5,70,52.15053763
559,70,51.17302053
559.5,70,51.17302053
560,70,52.15053763
560.5,70,52.15053763
561,70,51.66177908
561.5,70,51.66177908
562,70,51.66177908
562.5,70,51.66177908
563,70,52.15053763
563.5,70,52.15053763
564,70,52.15053763
564.5,70,52.15053763
565,70,52.15053763
565.5,70,52.15053763
566,70,51.66177908
566.5,70,51.66177908
567,70,52.63929619
567.5,70,52.63929619
568,70,52.15053763
568.5,70,52.15053763
569,70,52.15053763
569.5,70,52.15053763
570,70,52.63929619
570.5,70,52.63929619
571,70,52.15053763
571.5,70,52.15053763
572,70,52.63929619
572.5,70,52.63929619
573,70,52.15053763
573.5,70,52.15053763
574,70,52.15053763
574.5,70,52.15053763
575,70,51.66177908
575.5,70,51.66177908
576,70,52.15053763
576.5,70,52.15053763
577,70,51.66177908
577.5,70,51.66177908
578,70,52.15053763
578.5,70,52.15053763
579,70,51.66177908
579.5,70,51.66177908
580,70,51.66177908
580.5,70,51.66177908
581,70,51.66177908
581.5,70,51.66177908
582,70,51.66177908
582.5,70,51.66177908
583,70,51.66177908
583.5,70,51.66177908
584,70,51.66177908
584.5,70,51.66177908
585,70,51.66177908
585.5,70,51.66177908
586,70,51.17302053
586.5,70,51.17302053
587,70,52.15053763
587.5,70,52.15053763
588,70,51.66177908
588.5,70,51.66177908
589,70,51.17302053
589.5,70,51.17302053
590,70,51.17302053
590.5,70,51.17302053
591,70,51.17302053
591.5,70,51.17302053
592,70,51.66177908
592.5,70,51.66177908
593,70,51.17302053
593.5,70,51.17302053
594,70,51.66177908
594.5,70,51.66177908
595,70,51.17302053
595.5,70,51.17302053
596,70,51.66177908
596.5,70,51.66177908
597,70,51.17302053
597.5,70,51.17302053
598,70,51.66177908
598.5,70,51.66177908
599,70,51.17302053
599.5,70,51.17302053
600,70,52.15053763
600.5,70,52.15053763
601,70,51.17302053
601.5,70,51.17302053
602,70,51.66177908
602.5,70,51.66177908
603,70,52.15053763
603.5,70,52.15053763
604,70,51.66177908
604.5,70,51.66177908
605,70,51.17302053
605.5,70,51.17302053
606,70,51.66177908
606.5,70,51.66177908
607,70,51.66177908
607.5,70,51.66177908
608,70,51.66177908
608.5,70,51.66177908
609,70,52.15053763
609.5,70,52.15053763
610,70,52.15053763
610.5,70,52.15053763
611,70,52.15053763
611.5,70,52.15053763
612,70,51.66177908
612.5,70,51.66177908
613,70,51.66177908
613.5,70,51.66177908
614,70,52.15053763
614.5,70,52.15053763
615,70,52.15053763
615.5,70,52.15053763
616,70,51.66177908
616.5,70,51.66177908
617,70,51.66177908
617.5,70,51.66177908
618,70,51.66177908
618.5,70,51.66177908
619,70,51.66177908
619.5,70,51.66177908
620,70,51.66177908
620.5,70,51.66177908
621,70,51.66177908
621.5,70,51.66177908
622,70,51.66177908
622.5,70,51.66177908
623,70,51.66177908
623.5,70,51.66177908
624,70,52.15053763
624.5,70,52.15053763
625,70,52.15053763
625.5,70,52.15053763
626,70,52.15053763
626.5,70,52.15053763
627,70,52.63929619
627.5,70,52.63929619
628,70,51.66177908
628.5,70,51.66177908
629,70,52.15053763
629.5,70,52.15053763
630,70,52.15053763
630.5,70,52.15053763
631,70,51.66177908
631.5,70,51.66177908
632,70,51.66177908
632.5,70,51.66177908
633,70,51.66177908
633.5,70,51.66177908
634,70,52.15053763
